NDB_ナンバー,食品名,水_(g),Energ_Kcal,タンパク質_(g),Lipid_Tot_(g),Ash_(g),炭水化物_(g),ファイバー_TD_(g),Sugar_Tot_(g)
13466,"牛肉、ショートロイン、PRTRHS ステーキ、LN、0"" FAT、全 GRDS、CKD、BRLD",60.38,212,26.07,11.18,1.28,0,0,0
13467,"牛肉、ショートロイン、PRTRHS ステーキ、LN、0"" FAT、CHOIC、CKD、BRLD",59.13,224,25.51,12.8,1.17,0,0,0
13468,"牛肉、ショートロイン、PRTRHS ステーキ、LN、1/8"" FAT、SEL、生",71.46,145,22.61,5.41,1.03,0,0,0
13469,"牛肉、ショートロイン、PRTRHS ステーキ、LN、1/8"" FAT、SEL、CKD、グリル",62.16,203,28.92,8.76,1.1,0,0,0
13470,"牛肉、ショートロイン、PRTRHS ステーキ、LN、0"" FAT、SEL、CKD、BRLD",62.19,194,26.89,8.81,1.44,0,0,0
13473,"ビーフ、SHRT ロース、T ボーン STK、LN & FAT、0"" FAT、ALL GRDS、CKD、BRLD",57.78,247,24.18,15.93,1.1,0,0,0
13474,"ビーフ、ロース、Tボーンステーキ、LN & FAT、0"" FAT、USDA CHOIC、CKD、BRLD",56.97,258,24.05,17.26,1.08,0,0,0
13477,"牛肉、SHRT ロース、T ボーン STK、LN & FAT、0"" FAT、USDA SEL、CKD、BRLD",58.97,230,24.38,14,1.12,0,0,0
13478,"ビーフ、ショートロイン、Tボーンステーキ、骨付き、LN、1/8"" FAT、全グレード、生",70.73,153,22.22,6.5,1.01,0,0,0
13479,"ビーフ、ショート LN、T-BN STK、BN-IN、LN、1/8"" FAT、全 GRDS、CKD、グリル",61.15,212,27.86,10.37,1.05,0,0,0
13481,牛肉、ショートロイン、Tボーンステーキ、LN、0インチファット、チョイック、CKD、BRLD,62.5,198,25.98,9.61,1.17,0,0,0
13482,"牛肉、ショートロイン、Tボーンステーキ、骨付き、LN、1/8"" FAT、SEL、生",71.86,144,22.41,5.34,1.02,0,0,0
13483,"ビーフ、ショート LN、T-BONE STK、骨付き、LN、1/8"" FAT、SEL、CKD、グリル",61.98,206,28.45,9.35,1.09,0,0,0
13484,"牛肉、ショートロイン、Tボーンステーキ、LN、0"" FAT、SEL、CKD、BRLD",63.73,177,26,7.36,1.2,0,0,0
13485,"ビーフ、ブリスケット、フラットハーフ、LN、0"" FAT、SEL、CKD、BRSD",59.92,198,33.9,5.92,0.98,0,0,0
13486,"ビーフ、RND、チップ RND、RST、LN & FAT、0"" FAT、すべての GRDS、RAW",72.01,151,20.48,7.01,1,0,0,0
13487,"ビーフ、RND、チップ RND、RST、LN & FAT、0"" FAT、CHOIC、RAW",71.4,156,20.16,7.73,0.99,0,0,0
13488,"ビーフ、RND、チップ RND、RST、LN & FAT、0"" FAT、SEL、RAW",72.62,145,20.8,6.28,1.01,0,0,0
13490,"ビーフ、リブ、アイ、SML エンド (リブ 10 ～ 12) LN、0"" FAT、SEL、CKD、BRLD",63.87,182,29.93,6.05,1.19,0,0,0
13491,"ビーフ、RND、トップ RND ステーキ、BNLESS、LN、0"" FAT、全 GRDS、CKD、グリル",64.28,162,30.09,3.77,1.29,0,0,0
13492,"ビーフ、RND、トップ RND ステーキ、BNLESS、LN、0"" FAT、CHOIC、CKD、グリル",64.37,166,30.24,4.11,1.22,0,0,0
13493,"ビーフ、RND、トップ RND ステーキ、BNLESS、LN、0"" FAT、SEL、CKD、グリル",65.87,158,29.81,3.37,1.26,0,0,0
13494,牛肉、ひき肉、70% LN 肉 / 30% 脂肪、クランブル、CKD、パン焼き,55.78,270,25.56,17.86,1.04,0,0,0
13495,牛肉、ひき肉、70% LN 肉 / 30% 脂肪、ローフ、CKD、BKD,58.37,241,23.87,15.37,0.88,0,0,0
13496,牛肉、ひき肉、LN 肉 70% / 脂肪 30%、パティ CKD、パン焼き,59.36,238,22.86,15.54,1.04,0,0,0
13497,牛肉、ひき肉、70% LN 肉 / 30% 脂肪、パティ、CKD、BRLD,55.85,277,25.38,18.66,0.97,0,0,0
13498,牛ひき肉、70% LN 肉 / 30% 脂肪、生,54.3,332,14.35,30,0.7,0,0,0
13499,"ビーフ、CHK、UND BL CNTR STK、BNLESS、DEN CUT、LN、0"" FA、SEL、RAW",70.62,157,19.71,8.54,0.92,0.21,0,0
13500,"ビーフ、SHLDR トップ ブレード ステーキ、BNLESS、LN、0"" FAT、すべての GRDS、CKD、GRI",62.11,196,28.15,9.23,1.13,0,0,0
13501,"ビーフ、SHLDR トップ ブレード ステーキ、BNLESS、LN、0"" FAT、CHOIC、CKD、グリル",61.73,202,28.28,9.83,1.04,0,0,0
13502,"牛肉、SHLDR 上刃ステーキ、BNLESS、LN、0"" FAT、SEL、CKD、グリル",62.67,187,27.96,8.34,1.27,0,0,0
13519,"ビーフ、SHLDR トップ ブレード ステーキ、BNLESS、LN、0"" FAT、すべて GRDS、生",72.42,139,20.36,6.42,1.1,0,0,0
13520,"牛肉、SHLDR 上刃ステーキ、BNLESS、LN、0"" FAT、チョイック、生",71.79,143,20.35,6.88,1,0,0,0
13523,"牛肉、SHLDR 上刃ステーキ、BNLESS、LN、0"" FAT、SEL、生",73.35,133,20.39,5.73,1.25,0,0,0
13595,"ビーフ、ブリスケット、フラットハーフ、BNLESS LN、0"" FAT、オール GRDS、生",72.7,132,21.47,5.11,1.03,0,0,0
13596,"ビーフ、ブリスケット、フラットハーフ、BNLESS LN、0"" FAT、すべてのチョイス、生",72.21,137,21.28,5.75,1,0,0,0
13597,"ビーフ、ブリスケット、フラットハーフ、BNLESS、LN、0"" FAT、SEL、生",73.43,124,21.74,4.14,1.07,0,0,0
13598,ビーフ、SHLDR トップ ブレード STK、BNLES、LN & FAT、0 インチ、すべての GRDS、CKD、G,61.04,210,27.59,11.07,1.11,0,0,0
13647,"ビーフ、SHLDR ポット RST またはステーキ、BNLESS、LN、0"" FAT、すべての GRDS、生",73.17,123,21.64,4.09,1.13,0,0,0
13648,"ビーフ、SHLDR ポット RST またはステーキ、BNLESS、LN、0"" FAT、チョイック、生",72.95,125,21.45,4.35,1.14,0.11,0,0
13649,"ビーフ、SHLDR ポット RST またはステーキ、BNLESS、LN、0"" FAT、SEL、RAW",73.51,121,21.93,3.7,1.12,0,0,0
13650,"ビーフ、SHLDR トップブレード STK、BNS、LN & FAT、0"" FAT、CHOIC、CKD、G",60.31,220,27.51,12.26,1.02,0,0,0
13786,"ビーフ、チャックアイ RST、BNLESS、A BF RST、LN & FAT、0""、ALL G、RAW",68.8,180,19.18,11.48,0.97,0,0,0
13788,"ビーフ、チャックアイ RST、BNLS、A BF RST、LN & FAT、0"" FAT、CHOIC、RAW",68.26,185,19.14,12.02,0.98,0,0,0
13791,"ビーフ、チャックアイ RST、BNLS、A BF RST、LN & FAT、0"" FAT、SEL、RAW",69.61,173,19.25,10.67,0.95,0,0,0
13795,"牛肉、RTL カットのコンプ、LN&FAT、1/8""FAT、全 GRDS、生",64.81,214,20.01,14.42,0.96,0,0,0
13796,"ビーフ、RTL カットのコンプ、LN&FAT、1/8""FAT、ALL GRDS、CKD",56.97,259,26.11,16.59,1.01,0,0,0
13797,"牛肉、RTL カットのコンプ、LN&FAT、1/8"" FAT、CHOIC、生",63.98,222,19.79,15.42,0.94,0,0,0
13798,"ビーフ、RTL カットのコンプ、LN&FAT、1/8""FAT、CHOIC、CKD",55.96,268,25.85,17.68,0.99,0,0,0
13799,"牛肉、RTL カットのコンプ、LN&FAT、1/8""FAT、SEL、生",61.88,192,19.06,12.4,0.92,0,0,0
13800,"牛肉、RTL カットのコンプ、LN&FAT、1/8""FAT、SEL、CKD",58.68,245,26.06,15.09,1.04,0,0,0
13803,"ビーフ、ブリスケット、WHL、LN&FAT、1/8""FAT、すべての GRDS、生",61.08,251,18.42,19.06,0.88,0,0,0
13804,"ビーフ、ブリスケット、WHL、LN&FAT、1/8""FAT、ALL GRDS、CKD、BRSD",49.58,331,25.85,24.5,0.92,0,0,0
13805,ビーフ、ブリスケット、フラットハーフ、LN&FAT、1/8インチファット、全GRDS、生,59.07,277,17.94,22.18,0.81,0,0,0
13806,"ビーフ、ブリスケット、フラットハーフ、LN&FAT、1/8""FAT、ALL GRDS、CKD、BRSD",52.48,289,28.82,18.42,0.94,0,0,0
13807,ビーフ、ブリスケット、ポイントハーフ、LN&FAT、1/8インチファット、全グレード、生,59.96,265,17.65,20.98,0.82,0,0,0
13808,"ビーフ、ブリスケット、ポイントハーフ、LN&FAT、1/8""FAT、ALL GRDS、CKD、BRSD",48.3,349,24.4,27.17,0.87,0,0,0
13809,"ビーフ、チャック、アームポット RST、LN&FAT、1/8""FAT、ALL GRDS、RAW",62.33,244,19.23,17.98,0.86,0,0,0
13810,"ビーフ、チャック、アームポット RST、LN&FAT、1/8""FAT、ALL GRDS、CKD、BRSD",50.45,302,30.12,19.22,0.92,0,0,0
13811,"ビーフ、チャック、アームポット RST、LN&FAT、1/8""FAT、CHOIC、RAW",61.78,249,19.14,18.57,0.87,0,0,0
13812,"ビーフ、チャック、アームポット RST、LN&FAT、1/8""FAT、CHOIC、CKD、BRSD",49.35,309,30.2,19.93,0.93,0,0,0
13813,"ビーフ、チャック、アームポット RST、LN&FAT、1/8""FAT、SEL、RAW",62.88,239,19.33,17.39,0.85,0,0,0
13814,"ビーフ、チャック、アームポット RST、LN&FAT、1/8""FAT、SEL、CKD、BRSD",51.56,295,30.05,18.5,0.91,0,0,0
13815,"ビーフ、チャック、ブレード RST、LN&FAT、1/8""FAT、ALL GRDS、RAW",61.23,248,17.16,19.41,0.82,0,0,0
13816,"ビーフ、チャック、ブレード RST、LN&FAT、1/8""FAT、ALL GRDS、CKD、BRSD",47.67,341,26.78,25.12,0.88,0,0,0
13817,"ビーフ、チャック、ブレード RST、LN&FAT、1/8""FAT、CHOIC、RAW",59.93,265,16.98,21.31,0.81,0,0,0
13818,"ビーフ、チャック、ブレード RST、LN&FAT、1/8""FAT、CHOIC、CKD、BRSD",46.32,359,26.37,27.26,0.87,0,0,0
13819,"ビーフ、チャック、ブレード RST、LN&FAT、1/8""FAT、SEL、RAW",62.83,230,17.37,17.33,0.84,0,0,0
13820,"ビーフ、チャック、ブレード RST、LN&FAT、1/8""FAT、SEL、CKD、BRSD",49.4,318,27.33,22.35,0.89,0,0,0
13821,"BEEF、CHK EYE RST、BNL、AMERICA'S BF RST、LN、0"" FAT、ALL GRD、CKD",64.79,183,26.65,8.46,1,0,0,0
13822,"BEEF,CHK EYE RST,BNLESS,AMERICA'S BF RST,LN,0"" FAT,CHOIC,CKD",63.88,190,26.41,9.36,0.99,0,0,0
13823,"ビーフ、チャックアイ RST、BNLESS、AMERICA'S BF RST、LN、0"" FAT、SEL、CKD",66.16,172,27.02,7.12,1.01,0,0,0
13824,"ビーフ、リブ、WHL (リブ 6 ～ 12)、LN&FAT、1/8""FAT、すべての GRDS、生",55.24,306,16.53,26.1,0.78,0,0,
13825,"ビーフ、リブ、WHL (リブ 6-12)、LN&FAT、1/8""FAT、ALL GRDS、CKD、BRLD",48.47,337,22.42,26.75,1.04,0,0,
13826,"ビーフ、リブ、WHL (リブ 6-12)、LN&FAT、1/8""FAT、ALL GRDS、CKD、RSTD",48.12,351,22.77,28.11,0.99,0,0,
13827,"ビーフ、リブ、WHL (リブ 6 ～ 12)、LN&FAT、1/8""FAT、チョイック、生",53.85,322,16.34,27.93,0.77,0,0,
13828,"ビーフ、リブ、WHL (リブ 6-12)、LN&FAT、1/8""FAT、CHOIC、CKD、BRLD",47.33,352,22.26,28.5,1.03,0,0,
13829,"ビーフ、リブ、WHL (リブ 6-12)、LN&FAT、1/8""FAT、CHOIC、CKD、RSTD",46.87,365,22.6,29.79,0.98,0,0,0
13830,"ビーフ、リブ、WHL (リブ 6 ～ 12)、LN&FAT、1/8""FAT、SEL、生",57.48,288,16.75,23.95,0.79,0,0,
13831,"ビーフ、リブ、WHL (リブ 6-12)、LN&FAT、1/8""FAT、SEL、CKD、BRLD",50.41,315,22.73,24.2,1.05,0,0,
13832,"ビーフ、リブ、WHL (リブ 6-12)、LN&FAT、1/8""FAT、SEL、CKD、RSTD",49.9,330,23.1,25.63,1,0,0,
13833,"ビーフ、リブ、WHL (リブ 6 ～ 12)、LN&FAT、1/8""FAT、プライム、生",51.51,355,16.15,31.66,0.76,0,0,
13834,"ビーフ、リブ、WHL (リブ 6-12)、LN&FAT、1/8""FAT、プライム、CKD、BRLD",44.87,386,21.95,32.38,0.96,0,0,
13835,"ビーフ、リブ、WHL (リブ 6 ～ 12)、LN&FAT、1/8""FAT、プライム、CKD、RSTD",43.4,400,22.57,33.7,0.91,0,0,
13838,"ビーフ、リブ、LRG エンド (リブ 6 ～ 9)、LN&FAT、1/8""FAT、すべての GRDS、生",54.51,316,16.26,27.29,0.76,0,0,
13839,"ビーフ、リブ、LRG エンド (リブ 6-9)、LN&FAT、1/8""FAT、ALL GRDS、CKD、BRLD",48.74,338,21.55,27.22,1.04,0,0,
13840,"ビーフ、リブ、LRG エンド (リブ 6-9)、LN&FAT、1/8""FAT、ALL GRDS、CKD、RSTD",47.73,355,23.01,28.51,0.91,0,0,0
13841,"ビーフ、リブ、LRG エンド (リブ 6 ～ 9)、LN&FAT、1/8""FAT、チョイック、生",53,333,16.03,29.34,0.75,0,0,
13842,"ビーフ、リブ、LRG エンド (リブ 6-9)、LN&FAT、1/8""FAT、CHOIC、CKD、BRLD",45.96,370,20.86,31.18,1,0,0,
13843,"ビーフ、リブ、LRG エンド (リブ 6-9)、LN&FAT、1/8""FAT、CHOIC、CKD、RSTD",45.9,378,22.5,31.28,0.89,0,0,
13844,"ビーフ、リブ、LRG エンド (リブ 6 ～ 9)、LN&FAT、1/8""FAT、SEL、生",56.35,295,16.52,24.85,0.77,0,0,
13845,"ビーフ、リブ、LRG エンド (リブ 6-9)、LN&FAT、1/8""FAT、SEL、CKD、BRLD",50.25,324,21.55,25.71,1.04,0,0,
13846,"ビーフ、リブ、LRG エンド (リブ 6-9)、LN&FAT、1/8""FAT、SEL、CKD、RSTD",49.4,333,23.4,25.84,0.93,0,0,
13847,"ビーフ、リブ、LRG エンド (リブ 6 ～ 9)、LN&FAT、1/8""FAT、プライム、生",50.4,367,15.77,33.26,0.73,0,0,
13848,"ビーフ、リブ、LRG エンド (リブ 6-9)、LN&FAT、1/8""FAT、プライム、CKD、BRLD",43.48,404,20.65,34.97,0.9,0,0,
13849,"ビーフ、リブ、LRG エンド (リブ 6-9)、LN&FAT、1/8""FAT、プライム、CKD、RSTD",44.49,393,22.86,32.74,0.91,0,0,
13850,"ビーフ、リブ、SML END (リブ 10 ～ 12)、LN&FAT、1/8""FAT、すべての GRDS、生",61.05,254,19.33,19.06,0.9,0,0,0
13851,"ビーフ、リブ、SML END (RIBS 10-12)、LN&FAT、1/8""FAT、ALL GRDS、CKD、BR",53.65,291,25.85,20.04,1.05,0,0,0
13852,"ビーフ、リブ、SML END (RIBS 10-12)、LN&FAT、1/8""FAT、ALL GRDS、CKD、RS",48.97,341,22.54,27.14,1.11,0,0,
13853,"ビーフ、リブ、SML END (リブ 10 ～ 12)、LN&FAT、1/8""FAT、チョイック、生",60.11,263,19.09,20.13,0.9,0,0,0
13854,"ビーフ、リブ、SML END (RIBS 10-12)、LN&FAT、1/8""FAT、CHOIC、CKD、BRLD",52.93,304,24.53,22.09,1.04,0,0,0
13855,"ビーフ、リブ、SML END (RIBS 10-12)、LN&FAT、1/8""FAT、CHOIC、CKD、RSTD",47.18,359,22.28,29.21,1.09,0,0,
13856,"ビーフ、リブ、SML END (RIBS 10-12)、LN&FAT、1/8""FAT、SEL、RAW",62,246,19.56,18,0.89,0,0,0
13857,"ビーフ、リブ、SML END (RIBS 10-12)、LN&FAT、1/8""FAT、SEL、CKD、BRLD",54.36,278,27.17,18,1.06,0,0,0
13858,"ビーフ、リブ、SML END (RIBS 10-12)、LN&FAT、1/8""FAT、SEL、CKD、RSTD",50.84,323,22.76,25.02,1.12,0,0,
13859,"ビーフ、リブ、SML END (リブ 10 ～ 12)、LN&FAT、1/8""FAT、プライム、生",53.22,335,16.74,29.18,0.8,0,0,
13860,"ビーフ、リブ、SML END (リブ 10 ～ 12)、LN&FAT、1/8""FAT、プライム、CKD、BRLD",47.36,354,24.13,27.86,1.05,0,0,
13861,"ビーフ、リブ、SML END (リブ 10 ～ 12)、LN&FAT、1/8""FAT、プライム、CKD、RSTD",41.82,411,22.15,35.12,0.91,0,0,
13862,"ビーフ、SHLDR トップブレード STK、BNLS、LN & FAT、0"" FAT、SEL、CKD、G",62.15,194,27.7,9.29,1.25,0,0,0
13863,"ビーフ、SHLDR トップ ブレード ステーキ、BNLS、LN & FAT、0"" FAT、ALL GRDS、RAW",71.89,146,20.16,7.25,1.09,0,0,0
13864,"ビーフ、RND、フルカット、LN&FAT、1/8""FAT、CHOIC、生",65.44,195,20.56,11.92,0.98,0,0,0
13865,"ビーフ、RND、フルカット、LN&FAT、1/8""FAT、CHOIC、CKD、BRLD",56.73,235,27.54,12.98,1.32,0,0,0
13866,"ビーフ、RND、フルカット、LN&FAT、1/8""FAT、SEL、生",66.62,184,20.56,10.68,0.98,0,0,0
13867,"ビーフ、RND、フルカット、LN&FAT、1/8""FAT、SEL、CKD、BRLD",58.49,218,27.58,11.08,1.33,0,0,0
13868,"ビーフ、RND、BTTM RND、ステーキ、LN & FAT、1/8"" FAT、全 GRDS、生",66.88,192,20.7,11.54,1.01,0,0,0
13869,"ビーフ、RND、BTTM RND、ステーキ、LN & FAT、1/8"" FAT、ALL GRDS、CKD、BRSD",54.97,247,32.76,11.87,0.98,0,0,0
13870,"ビーフ、RND、BTTM RND、RST、LN & FAT、1/8"" FAT、すべての GRDS、CKD、RSTD",61.6,218,26.41,11.64,1.05,0,0,0
13871,"ビーフ、RND、BTTM RND、ステーキ、LN & FAT、1/8"" FAT、CHOIC、生",66.32,198,20.71,12.15,1.02,0,0,0
13872,"ビーフ、RND、BTTM RND、ステーキ、LN & FAT、1/8"" FAT、CHOIC、CKD、BRSD",54.27,254,32.85,12.56,0.95,0,0,0
13873,"ビーフ、RND、BTTM RND、RST、LN & FAT、1/8"" FAT、CHOIC、CKD、RSTD",61.09,223,26.05,12.44,1.01,0,0,0
13874,"ビーフ、RND、BTTM RND、ステーキ、LN & FAT、1/8"" FAT、SEL、RAW",67.44,187,20.68,10.93,0.99,0,0,0
13875,"ビーフ、RND、BTTM RND、ステーキ、LN & FAT、1/8"" FAT、SEL、CKD、BRSD",55.67,240,32.67,11.19,1.01,0,0,0
13876,"ビーフ、RND、BTTM RND、RST、LN & FAT、1/8"" FAT、SEL、CKD、RSTD",62.1,212,26.77,10.85,1.08,0,0,0
13877,"ビーフ、RND、RNDの目、RST、LN & FAT、1/8"" FAT、ALL GRDS、RAW",69.31,166,21.49,8.24,1.01,0,0,0
13878,"ビーフ、RND、RNDの目、RST、LN & FAT、1/8"" FAT、ALL GRDS、CKD、RSTD",61.97,208,28.31,9.65,1.1,0,0,0
13879,"ビーフ、RND、RNDの目、RST、LN & FAT、1/8"" FAT、CHOIC、RAW",68.57,173,21.68,8.91,1.03,0,0,0
13880,"ビーフ、RND、RNDの目、RST、LN & FAT、1/8"" FAT、CHOIC、CKD、RSTD",61.36,212,28.48,10.05,1.06,0,0,0
13881,"ビーフ、RND、RNDの目、RST、LN & FAT、1/8"" FAT、SEL、RAW",70.06,159,21.3,7.57,0.99,0,0,0
13882,"ビーフ、RND、RNDの目、RST、LN & FAT、1/8"" FAT、SEL、CKD、RSTD",62.58,204,28.13,9.26,1.13,0,0,0
13883,"ビーフ、RND、チップ RND、LN&FAT、1/8""FAT、ALL GRDS、RAW",66.1,189,19.6,11.67,0.95,0,0,
13884,"ビーフ、RND、チップ RND、RST、LN & FAT、1/8"" FAT、ALL GRDS、CKD、RSTD",61.56,219,27.45,11.34,1.13,0,0,0
13885,"ビーフ、RND、チップ RND、LN&FAT、1/8""FAT、チョイック、生",65.43,199,19.48,12.83,0.94,0,0,0
13886,"ビーフ、RND、チップ RND、RST、LN & FAT、1/8"" FAT、CHOIC、CKD、RSTD",60.92,228,27.27,12.34,1.12,0,0,0
13887,"ビーフ、RND、チップ RND、LN&FAT、1/8""FAT、SEL、RAW",66.86,178,19.74,10.39,0.96,0,0,0
13888,"ビーフ、RND、チップ RND、RST、LN & FAT、1/8"" FAT、SEL、CKD、RSTD",62.31,210,27.63,10.24,1.14,0,0,0
13889,"ビーフ、SHLDR トップ ブレード ステーキ、BNLESS、LN & FAT、0"" FAT、チョイック、生",71.12,152,20.07,7.94,0.99,0,0,0
13890,"ビーフ、RND、トップ RND、LN、1/8"" FAT、CHOIC、CKD、パンフライ",54.18,228,33.93,8.33,1.53,2.03,0,0
13891,"ビーフ、RND、トップ RND、ステーキ、LN & FAT、1/8"" FAT、全 GRDS、生",69.04,166,22.06,7.93,1.1,0,0,0
13892,"ビーフ、RND、トップ RND、LN&FAT、1/8""FAT、ALL GRDS、CKD、BRSD",54.68,238,34.34,10.13,1.66,0,0,0
13893,"ビーフ、RND、トップ RND ステーキ、LN & FAT、1/8"" FAT、ALL GRDS、CKD、BRLD",59.59,204,30.67,9,1.16,0,0,0
13894,"ビーフ、RND、トップ RND、ステーキ、LN & FAT、1/8"" FAT、CHOIC、生",68.8,168,21.94,8.19,1.11,0,0,0
13895,"ビーフ、RND、トップRND、LN&FAT、1/8""FAT、CHOIC、CKD、BRSD",53.83,250,34.09,11.61,1.65,0,0,0
13896,"ビーフ、RND、トップ RND、ステーキ、LN & FAT、1/8"" FAT、CHOIC、CKD、BRLD",58.46,224,30.7,10.27,1.18,0,0,0
13897,"ビーフ、RND、トップ RND、LN&FAT、1/8""FAT、CHOIC、CKD、パンフライ",52.36,266,32.99,13.83,1.45,0,0,0
13898,"ビーフ、RND、トップ RND、ステーキ、LN & FAT、1/8"" FAT、SEL、生",69.29,164,22.18,7.68,1.08,0,0,0
13899,"ビーフ、RND、トップRND、LN&FAT、1/8""FAT、SEL、CKD、BRSD",55.63,225,34.6,8.54,1.67,0,0,0
13900,"ビーフ、RND、トップ RND、ステーキ、LN & FAT、1/8"" FAT、SEL、CKD、BRLD",60.72,201,30.63,7.73,1.14,0,0,0
13901,"ビーフ、RND、トップ RND、LN&FAT、1/8""FAT、プライム、生",68.73,173,22.24,8.67,1.07,0,0,0
13902,"ビーフ、RND、トップ RND、ステーキ、LN & FAT、1/8"" FAT、プライム、CKD、BRLD",59.51,225,31.27,10.1,1.36,0,0,0
13903,"ビーフ、SHLDR トップ ブレード ステーキ、BNLESS、LN & FAT、0"" FAT、SEL、RAW",73.04,137,20.28,6.21,1.24,0,0,0
13904,ビーフ、ブリスケット、フラット ハーフ、BNLESS、LN & FAT、0 インチ ファット、オール GRDS、生,69.89,165,20.32,9.29,0.98,0,0,0
13905,"牛肉、ショートロイン、PRTRHS ステーキ、LN&FAT、1/8""FAT、チョイック、生",64.12,218,20.36,14.58,0.93,0,0,0
13906,"ビーフ、ショートロイン、PRTRHS STK、LN & FAT、1/8"" FAT、チョイック、CKD、グリル",54.76,284,24.85,19.78,0.95,0,0,0
13907,牛肉、ショートロイン、Tボーンステーキ、LN&FAT、1/8インチファット、チョイック、生,63.43,228,20,15.83,0.91,0,0,0
13908,"ビーフ、ショート LN、T-BONE STK、L & F、1/8"" FAT、CHOIC、CKD、グリル",53.91,294,24.21,21.13,0.94,0,0,0
13909,"牛肉、肩ロース、上ロース、ステーキ、LN & FAT、1/8"" FAT、全 GRDS、生",63.43,228,20.61,15.49,0.9,0,0,0
13910,"牛肉、ロース、上ロース、LN & FAT、1/8"" FAT、全 GRDS、CKD、グリル",56.48,264,26.44,16.78,1.03,0,0,0
13911,"ビーフ、ロース、トップ ロース、LN & FAT、1/8"" FAT、チョイック、生",61.49,237,19.32,17.1,0.79,0,0,0
13912,"ビーフ、ショートロイン、トップ LN、STK、LN & FAT、1/8"" FAT、CHOIC、CKD、GRLLD",54.99,278,26.16,18.45,1.02,0,0,0
13913,"牛肉、ロース、上ロース、LN & FAT、1/8"" FAT、SEL、生",63.95,224,20.59,15.04,0.87,0,0,0
13914,"牛肉、ロース、上ロース、LN & FAT、1/8"" FAT、SEL、CKD、グリル",57.96,250,26.72,15.11,1.04,0,0,0
13915,"牛肉、肩ロース、上ロース、ステーキ、LN & FAT、1/8"" FAT、プライム、生",58.42,281,19,22.17,0.77,0,0,0
13916,"牛、SHRTロース、上ロース、LN&FAT、1/8""FAT、PRIME、CKD、BRLD",51.34,310,25.92,22.12,1.06,0,0,0
13917,"ビーフ、テンダーロイン、ステーキ、LN & FAT、1/8"" FAT、全 GRDS、生",61.52,247,19.61,18.16,0.92,0,0,0
13918,"ビーフ、テンダーロイン、ステーキ、LN & FAT、1/8"" FAT、全 GRDS、CKD、BRLD",56.04,267,26.46,17.12,1.06,0,0,0
13919,"ビーフ、テンダーロイン、RST、LN & FAT、1/8"" FAT、ALL GRDS、CKD、RSTD",48.37,324,23.9,24.6,1.18,0,0,0
13920,"ビーフ、テンダーロイン、ステーキ、LN & FAT、1/8"" FAT、CHOIC、生",61.69,246,19.82,17.88,0.94,0,0,0
